tempo,beats,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
103.359375,50,0.38026021,0.24826228618621826,2116.9429590051586,1956.6110562233207,4196.10796,0.12727247303115324,-26.9297847,107.33400763152126,-46.80999314,40.93263380897833,-21.46377582,24.81627494577181,-18.94557135,15.25345946194162,-15.05010408,12.26282276274354,-15.2340499,14.33661217,-13.82176877,7.562788734031475,-6.181372493,0.3301650057813506,-6.829571234,0.9659217436842505,-7.570824747,2.9189869428522006,blues
95.703125,44,0.3064508714632783,0.11347541213035583,1156.0704963820428,1497.6681759683513,2170.053544649768,0.058613402,-233.8607719,136.17023911175588,3.2894897462574204,48.931192700101434,8.699106029002891,13.954751765004522,5.359448746017438,0.38133401565837083,-13.49026502,16.871768529933618,5.145257765116672,-2.250577765,3.9591977874878403,5.322554727344165,0.8120284016422507,-1.1072016,-4.556555095,-2.436489803,3.316912611812463,-0.608484894,blues
151.99908088235293,75,0.25348710245505335,0.15157076716423035,1331.0739701050647,1973.6434372895203,2900.174129710478,0.042967238,-221.8025493,110.84307046546753,18.620983584163703,30.922996400329236,3.291329639342958,22.58744674735365,-20.41830257,12.120994913961425,-26.34795623,-4.356270119,-26.40667424,-13.03772344,-12.6522277,-1.821905314,-7.260096643,-6.660251774,-14.68269352,-11.71926356,-11.02521621,-13.38726005,blues
184.5703125,91,0.26932002161441265,0.11907171458005905,1361.0454673278873,1567.8045957296163,2739.6251005284926,0.069123921,-207.20808,132.79917547173525,-15.43898557,60.986727010328785,0.7258069987326781,12.43782769594966,1.1838357226819083,-1.540779448,-17.88815391,8.358496131028003,-2.45206763,-0.613248178,0.38487737035503383,2.605127926563345,-5.188923751,-9.527455287,-9.244394049,-2.848273751,-1.418706862,-5.93260696,blues
161.4990234,74,0.3910586048908631,0.13772834837436676,1811.0760835832946,2052.3325634591984,3927.8095824061534,0.075479513,-145.4345676,102.82902343171612,-12.51767705,56.993472479205856,2.2713473143903524,26.591401689632708,-4.274803265,17.338809375939622,-7.985592904,15.235426849475722,-6.934599487,7.457217935902641,-10.47044404,-2.360483396,-6.7836235,2.6711340861840167,-4.760879375,-0.949004851,0.024832052653457896,-2.005314621,blues
107.6660156,51,0.35658817574125506,0.16202762722969055,2068.3711246841767,2033.9300469624952,4231.499412701964,0.10437162889415634,-95.43602667,105.21669993684291,-26.95301214,60.830872963933075,-4.828224038,21.538470911636644,-13.51477824,12.122106952754496,-20.23363443,12.138657603414693,-5.227018433,10.262575194841311,-9.438187173,3.8675346551228666,-10.18745284,3.5880927441767154,-3.100752645,0.19459684882898723,0.8428718320566752,-3.416576421,blues
161.4990234,80,0.3747097195357098,0.11049626022577286,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174019,97.43027908045312,-13.88019079,48.96675901162066,-22.58224352,27.753969298528183,-20.22864953,18.630770428490482,-14.642884,8.473100381565843,-16.64465499,10.998190322521554,-13.86180078,9.735367421738996,-5.089488005,2.6346379300003444,-9.883816293,6.159058834881353,-7.682607919,-4.852478817,blues
151.99908088235293,74,0.4308941251036067,0.19622159004211426,1946.5656516997744,1979.9099336776742,3955.8677460756094,0.097453681,-67.77097956,111.70418437555524,-34.64610469,61.33489585153122,0.050251668,30.56061363001247,-12.70172482,21.15956662935581,-13.1311449,16.28229438768078,-6.335244724,12.295831835524067,-12.47798835,1.6812779029386036,-5.142068413,4.644001792502817,-6.919217465,1.0407183413280323,-4.736870881,-0.660037066,blues
92.28515625,45,0.2909484345848451,0.08922226,1109.5696272816494,1463.2881312997417,2243.569766773897,0.051724933,-249.2819959,130.99792431581645,0.6654350086970751,66.69611478942306,17.905894522180354,4.622959839703025,6.610036443422714,1.245375534325453,1.41917471,-1.584292524,-0.974159309,-3.575064543,-2.926914689,4.598685626747694,7.478114825592707,-0.178769574,-2.818857418,-2.667636366,0.7516670979000221,-0.533179328,blues
151.99908088235293,70,0.3291627346813485,0.066980533,1172.0656952451861,1705.8175015242066,2344.952487059791,0.045045834945820436,-305.7051872,113.06091138016497,12.118722613682626,45.03000324394117,17.769759373267675,14.57991675167697,4.166733601942122,0.22527315475322202,-7.021746776,13.644271539845578,8.934528985061203,1.2984780632471478,5.9544777643514335,8.543866905796472,1.117663745807102,0.5915586716558381,0.057473911,-3.712341583,-1.004448062,-1.802433851,blues
